"CAINC30 Economic Profile"
"" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"GeoFips","GeoName","LineCode","Description","2017"
"22420","Flint, MI (Metropolitan Statistical Area)","240","Total employment (number of jobs)",187742
"22500","Florence, SC (Metropolitan Statistical Area)","","Place of residence profile",""
"22500","Florence, SC (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",7943148
"22500","Florence, SC (Metropolitan Statistical Area)","100","  Population (persons) 3/",205546
"22500","Florence, SC (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"22500","Florence, SC (Metropolitan Statistical Area)","110","  Per capita personal income 4/",38644
"22500","Florence, SC (Metropolitan Statistical Area)","240","Total employment (number of jobs)",112609
"22520","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","","Place of residence profile",""
"22520","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",5314526
"22520","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","100","  Population (persons) 3/",147100
"22520","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"22520","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",36129
"22520","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",75573
"22540","Fond du Lac, WI (Metropolitan Statistical Area)","","Place of residence profile",""
"22540","Fond du Lac, WI (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",4729842
"22540","Fond du Lac, WI (Metropolitan Statistical Area)","100","  Population (persons) 3/",102371
"22540","Fond du Lac, WI (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"22540","Fond du Lac, WI (Metropolitan Statistical Area)","110","  Per capita personal income 4/",46203
"22540","Fond du Lac, WI (Metropolitan Statistical Area)","240","Total employment (number of jobs)",60115
"22660","Fort Collins, CO (Metropolitan Statistical Area)","","Place of residence profile",""
"22660","Fort Collins, CO (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",17714530
"22660","Fort Collins, CO (Metropolitan Statistical Area)","100","  Population (persons) 3/",343993
"22660","Fort Collins, CO (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"22660","Fort Collins, CO (Metropolitan Statistical Area)","110","  Per capita personal income 4/",51497
"22660","Fort Collins, CO (Metropolitan Statistical Area)","240","Total employment (number of jobs)",233281
"22900","Fort Smith, AR-OK (Metropolitan Statistical Area)","","Place of residence profile",""
"22900","Fort Smith, AR-OK (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",9111482
"22900","Fort Smith, AR-OK (Metropolitan Statistical Area)","100","  Population (persons) 3/",249960
"22900","Fort Smith, AR-OK (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"22900","Fort Smith, AR-OK (Metropolitan Statistical Area)","110","  Per capita personal income 4/",36452
"22900","Fort Smith, AR-OK (Metropolitan Statistical Area)","240","Total employment (number of jobs)",134374
"23060","Fort Wayne, IN (Metropolitan Statistical Area)","","Place of residence profile",""
"23060","Fort Wayne, IN (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",17883573
"23060","Fort Wayne, IN (Metropolitan Statistical Area)","100","  Population (persons) 3/",405987
"23060","Fort Wayne, IN (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"23060","Fort Wayne, IN (Metropolitan Statistical Area)","110","  Per capita personal income 4/",44050
"23060","Fort Wayne, IN (Metropolitan Statistical Area)","240","Total employment (number of jobs)",258831
"23420","Fresno, CA (Metropolitan Statistical Area)","","Place of residence profile",""
"23420","Fresno, CA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",40583060
"23420","Fresno, CA (Metropolitan Statistical Area)","100","  Population (persons) 3/",986542
"23420","Fresno, CA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"23420","Fresno, CA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",41137
"23420","Fresno, CA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",497517
"23460","Gadsden, AL (Metropolitan Statistical Area)","","Place of residence profile",""
"23460","Gadsden, AL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",3658631
"23460","Gadsden, AL (Metropolitan Statistical Area)","100","  Population (persons) 3/",102937
"23460","Gadsden, AL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"23460","Gadsden, AL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",35542
"23460","Gadsden, AL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",50527
"23540","Gainesville, FL (Metropolitan Statistical Area)","","Place of residence profile",""
"23540","Gainesville, FL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",13310855
"23540","Gainesville, FL (Metropolitan Statistical Area)","100","  Population (persons) 3/",324991
"23540","Gainesville, FL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"23540","Gainesville, FL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",40958
"23540","Gainesville, FL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",194216
"23580","Gainesville, GA (Metropolitan Statistical Area)","","Place of residence profile",""
"23580","Gainesville, GA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",8347634
"23580","Gainesville, GA (Metropolitan Statistical Area)","100","  Population (persons) 3/",199439
"23580","Gainesville, GA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"23580","Gainesville, GA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",41856
"23580","Gainesville, GA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",116052
"23900","Gettysburg, PA (Metropolitan Statistical Area)","","Place of residence profile",""
"23900","Gettysburg, PA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",4813310
"23900","Gettysburg, PA (Metropolitan Statistical Area)","100","  Population (persons) 3/",102367
"23900","Gettysburg, PA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"23900","Gettysburg, PA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",47020
"23900","Gettysburg, PA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",48936
"24020","Glens Falls, NY (Metropolitan Statistical Area)","","Place of residence profile",""
"24020","Glens Falls, NY (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",5670464
"24020","Glens Falls, NY (Metropolitan Statistical Area)","100","  Population (persons) 3/",125917
"24020","Glens Falls, NY (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"24020","Glens Falls, NY (Metropolitan Statistical Area)","110","  Per capita personal income 4/",45033
"24020","Glens Falls, NY (Metropolitan Statistical Area)","240","Total employment (number of jobs)",71663
"24140","Goldsboro, NC (Metropolitan Statistical Area)","","Place of residence profile",""
"24140","Goldsboro, NC (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",4598543
"24140","Goldsboro, NC (Metropolitan Statistical Area)","100","  Population (persons) 3/",123257
"24140","Goldsboro, NC (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"24140","Goldsboro, NC (Metropolitan Statistical Area)","110","  Per capita personal income 4/",37309
"24140","Goldsboro, NC (Metropolitan Statistical Area)","240","Total employment (number of jobs)",59175
"24220","Grand Forks, ND-MN (Metropolitan Statistical Area)","","Place of residence profile",""
"24220","Grand Forks, ND-MN (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",4943960
"24220","Grand Forks, ND-MN (Metropolitan Statistical Area)","100","  Population (persons) 3/",102277
"24220","Grand Forks, ND-MN (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"24220","Grand Forks, ND-MN (Metropolitan Statistical Area)","110","  Per capita personal income 4/",48339
"24220","Grand Forks, ND-MN (Metropolitan Statistical Area)","240","Total employment (number of jobs)",72535
"24260","Grand Island, NE (Metropolitan Statistical Area)","","Place of residence profile",""
"24260","Grand Island, NE (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",3191443
"24260","Grand Island, NE (Metropolitan Statistical Area)","100","  Population (persons) 3/",75652
"24260","Grand Island, NE (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"24260","Grand Island, NE (Metropolitan Statistical Area)","110","  Per capita personal income 4/",42186
"24260","Grand Island, NE (Metropolitan Statistical Area)","240","Total employment (number of jobs)",51605
"24300","Grand Junction, CO (Metropolitan Statistical Area)","","Place of residence profile",""
"24300","Grand Junction, CO (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",6395255
"24300","Grand Junction, CO (Metropolitan Statistical Area)","100","  Population (persons) 3/",151406
"24300","Grand Junction, CO (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"24300","Grand Junction, CO (Metropolitan Statistical Area)","110","  Per capita personal income 4/",42239
"24300","Grand Junction, CO (Metropolitan Statistical Area)","240","Total employment (number of jobs)",88939
"24340","Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)","","Place of residence profile",""
"24340","Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",51056825
"24340","Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)","100","  Population (persons) 3/",1063926
"24340","Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"24340","Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)","110","  Per capita personal income 4/",47989
"24340","Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)","240","Total employment (number of jobs)",717718
"24420","Grants Pass, OR (Metropolitan Statistical Area)","","Place of residence profile",""
"24420","Grants Pass, OR (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",3393827
"24420","Grants Pass, OR (Metropolitan Statistical Area)","100","  Population (persons) 3/",86653
"24420","Grants Pass, OR (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"24420","Grants Pass, OR (Metropolitan Statistical Area)","110","  Per capita personal income 4/",39166
"24420","Grants Pass, OR (Metropolitan Statistical Area)","240","Total employment (number of jobs)",38748
"24500","Great Falls, MT (Metropolitan Statistical Area)","","Place of residence profile",""
"24500","Great Falls, MT (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",3695959
"24500","Great Falls, MT (Metropolitan Statistical Area)","100","  Population (persons) 3/",81604
"24500","Great Falls, MT (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"24500","Great Falls, MT (Metropolitan Statistical Area)","110","  Per capita personal income 4/",45291
"24500","Great Falls, MT (Metropolitan Statistical Area)","240","Total employment (number of jobs)",50394
"24540","Greeley, CO (Metropolitan Statistical Area) *","","Place of residence profile",""
"24540","Greeley, CO (Metropolitan Statistical Area) *","10","Personal income (thousands of dollars)",13484839
"24540","Greeley, CO (Metropolitan Statistical Area) *","100","  Population (persons) 3/",305274
"24540","Greeley, CO (Metropolitan Statistical Area) *","","Per capita incomes (dollars)",""
"24540","Greeley, CO (Metropolitan Statistical Area) *","110","  Per capita personal income 4/",44173
"24540","Greeley, CO (Metropolitan Statistical Area) *","240","Total employment (number of jobs)",156411
"24580","Green Bay, WI (Metropolitan Statistical Area)","","Place of residence profile",""
"24580","Green Bay, WI (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",15753400
"24580","Green Bay, WI (Metropolitan Statistical Area)","100","  Population (persons) 3/",319786
"24580","Green Bay, WI (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"24580","Green Bay, WI (Metropolitan Statistical Area)","110","  Per capita personal income 4/",49262
"24580","Green Bay, WI (Metropolitan Statistical Area)","240","Total employment (number of jobs)",218434
"24660","Greensboro-High Point, NC (Metropolitan Statistical Area)","","Place of residence profile",""
"24660","Greensboro-High Point, NC (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",31837816
"24660","Greensboro-High Point, NC (Metropolitan Statistical Area)","100","  Population (persons) 3/",763486
"24660","Greensboro-High Point, NC (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"24660","Greensboro-High Point, NC (Metropolitan Statistical Area)","110","  Per capita personal income 4/",41701
